customer_id,age,gender,location,total_spent,purchase_amount_usd,previous_purchases,frequency_of_purchases,payment_method,category,item_purchased,season,size,color,shipping_type,value_tier,promo_dependency_score,loyalty_type,satisfaction_flag,repeat_buyer_segment,is_subscriber,discount_flag,promo_flag,discount_applied,promo_code_used,review_rating,subscription_status,city_opportunity,city_avg_spend,city_promo_pct,category_type,cat_avg_spend,cat_promo_pct
106,69,Male,New York,96,96,4,Annually,Bank Transfer,Accessories,Backpack,Fall,M,Charcoal,Next Day Air,Platinum,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,3.6,Yes,Golden Market,60.43,0.41,Retention Category,59.84,0.44
107,64,Male,Minnesota,35,35,31,Monthly,Credit Card,Outerwear,Jacket,Summer,L,White,Standard,Bronze,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.7,Yes,Low Priority,56.56,0.44,Entry Category,57.17,0.44
108,28,Male,Maryland,67,67,46,Fortnightly,Paypal,Footwear,Sneakers,Winter,L,Olive,Next Day Air,Gold,1.0,Discount Dependent,Low,High,1,1,1,Yes,Yes,3.1,Yes,Low Priority,55.76,0.44,Entry Category,60.26,0.43
109,70,Male,Montana,79,79,32,Bi-Weekly,Bank Transfer,Clothing,Socks,Spring,L,Purple,Next Day Air,Gold,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.4,Yes,Golden Market,60.25,0.38,Entry Category,60.03,0.42
110,58,Male,Alabama,85,85,43,Fortnightly,Bank Transfer,Clothing,T-Shirt,Spring,M,Violet,Next Day Air,Platinum,1.0,Discount Dependent,Low,High,1,1,1,Yes,Yes,2.6,Yes,Growth Market,59.11,0.4,Entry Category,60.03,0.42
111,56,Male,New York,26,26,26,Fortnightly,Venmo,Accessories,Backpack,Summer,M,Black,Standard,Bronze,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.0,Yes,Golden Market,60.43,0.41,Retention Category,59.84,0.44
112,26,Male,Massachusetts,75,75,9,Annually,Credit Card,Accessories,Belt,Summer,L,Purple,Free Shipping,Gold,1.0,Discount Dependent,High,Low,1,1,1,Yes,Yes,5.0,Yes,Promo Market,60.89,0.49,Retention Category,59.84,0.44
113,37,Male,Florida,65,65,28,Bi-Weekly,Paypal,Accessories,Gloves,Spring,M,Red,Free Shipping,Gold,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.3,Yes,Low Priority,55.85,0.46,Retention Category,59.84,0.44
114,44,Male,New Jersey,54,54,20,Quarterly,Paypal,Accessories,Hat,Winter,L,Maroon,Next Day Air,Silver,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.1,Yes,Growth Market,56.75,0.4,Retention Category,59.84,0.44
115,70,Male,Massachusetts,95,95,9,Weekly,Cash,Outerwear,Coat,Summer,S,Blue,Store Pickup,Platinum,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,3.7,Yes,Promo Market,60.89,0.49,Entry Category,57.17,0.44
116,53,Male,Wyoming,94,94,48,Every 3 Months,Debit Card,Clothing,Skirt,Spring,M,Gray,Standard,Platinum,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,3.8,Yes,Golden Market,60.69,0.42,Entry Category,60.03,0.42
117,55,Male,Virginia,86,86,12,Annually,Venmo,Footwear,Shoes,Spring,S,Blue,Free Shipping,Platinum,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,3.4,Yes,Golden Market,62.88,0.38,Entry Category,60.26,0.43
118,50,Male,South Dakota,32,32,29,Fortnightly,Cash,Footwear,Sandals,Summer,L,Yellow,Express,Bronze,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.6,Yes,Golden Market,60.51,0.37,Entry Category,60.26,0.43
119,50,Male,Kentucky,45,45,27,Bi-Weekly,Cash,Clothing,Sweater,Fall,L,Orange,2-Day Shipping,Silver,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.8,Yes,Low Priority,55.72,0.43,Entry Category,60.03,0.42
120,38,Male,Wyoming,76,76,44,Annually,Cash,Outerwear,Coat,Fall,M,Orange,Express,Gold,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,4.3,Yes,Golden Market,60.69,0.42,Entry Category,57.17,0.44
121,64,Male,West Virginia,84,84,32,Annually,Bank Transfer,Accessories,Hat,Summer,L,Red,Express,Platinum,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.0,Yes,Promo Market,63.88,0.49,Retention Category,59.84,0.44
122,19,Male,Virginia,72,72,11,Fortnightly,Cash,Clothing,Shorts,Winter,M,Olive,Standard,Gold,1.0,Discount Dependent,High,Low,1,1,1,Yes,Yes,4.2,Yes,Golden Market,62.88,0.38,Entry Category,60.03,0.42
123,40,Male,Washington,40,40,44,Fortnightly,Cash,Accessories,Backpack,Spring,L,Brown,2-Day Shipping,Silver,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,4.8,Yes,Promo Market,63.33,0.44,Retention Category,59.84,0.44
124,57,Male,Louisiana,89,89,46,Weekly,Cash,Clothing,Sweater,Fall,L,Brown,Free Shipping,Platinum,1.0,Discount Dependent,Low,High,1,1,1,Yes,Yes,3.1,Yes,Growth Market,57.71,0.42,Entry Category,60.03,0.42
125,44,Male,Nevada,86,86,50,Annually,Paypal,Clothing,Sweater,Spring,M,Gray,Next Day Air,Platinum,1.0,Discount Dependent,Low,High,1,1,1,Yes,Yes,3.1,Yes,Promo Market,63.38,0.47,Entry Category,60.03,0.42
126,49,Male,California,54,54,45,Every 3 Months,Venmo,Clothing,Shorts,Winter,M,Indigo,Next Day Air,Silver,1.0,Discount Dependent,Low,High,1,1,1,Yes,Yes,3.6,Yes,Growth Market,59.0,0.42,Entry Category,60.03,0.42
127,43,Male,Mississippi,36,36,48,Every 3 Months,Cash,Clothing,Shorts,Spring,L,Pink,Store Pickup,Bronze,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,3.9,Yes,Promo Market,61.04,0.48,Entry Category,60.03,0.42
128,24,Male,Mississippi,89,89,26,Weekly,Credit Card,Clothing,Sweater,Winter,M,Gray,Next Day Air,Platinum,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.8,Yes,Promo Market,61.04,0.48,Entry Category,60.03,0.42
129,20,Male,California,32,32,21,Fortnightly,Credit Card,Accessories,Scarf,Spring,M,Gold,Standard,Bronze,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.7,Yes,Growth Market,59.0,0.42,Retention Category,59.84,0.44
130,24,Male,Pennsylvania,67,67,49,Bi-Weekly,Paypal,Clothing,Dress,Summer,XL,Olive,2-Day Shipping,Gold,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,4.2,Yes,Promo Market,66.57,0.45,Entry Category,60.03,0.42
131,44,Male,Kentucky,39,39,13,Fortnightly,Paypal,Accessories,Scarf,Fall,L,Violet,Next Day Air,Bronze,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,3.7,Yes,Low Priority,55.72,0.43,Retention Category,59.84,0.44
132,28,Male,Maine,29,29,46,Weekly,Credit Card,Clothing,Skirt,Summer,L,Indigo,Standard,Bronze,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,3.9,Yes,Growth Market,56.99,0.35,Entry Category,60.03,0.42
133,30,Male,New Mexico,58,58,42,Weekly,Paypal,Accessories,Backpack,Fall,M,Orange,2-Day Shipping,Silver,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,4.7,Yes,Promo Market,61.9,0.44,Retention Category,59.84,0.44
134,52,Male,Montana,65,65,25,Annually,Venmo,Clothing,Sweater,Winter,M,Violet,Next Day Air,Gold,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,2.5,Yes,Golden Market,60.25,0.38,Entry Category,60.03,0.42
135,43,Male,Texas,94,94,25,Monthly,Cash,Accessories,Hat,Fall,L,Gray,Store Pickup,Platinum,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.9,Yes,Golden Market,61.19,0.36,Retention Category,59.84,0.44
136,43,Male,Kansas,81,81,12,Quarterly,Paypal,Footwear,Sandals,Fall,M,Purple,Express,Gold,1.0,Discount Dependent,High,Low,1,1,1,Yes,Yes,4.1,Yes,Growth Market,54.56,0.24,Entry Category,60.26,0.43
137,39,Male,South Carolina,86,86,4,Quarterly,Debit Card,Clothing,Blouse,Winter,M,White,Free Shipping,Platinum,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,3.3,Yes,Low Priority,58.41,0.5,Entry Category,60.03,0.42
138,68,Male,Colorado,43,43,38,Weekly,Paypal,Footwear,Sneakers,Spring,M,Turquoise,Free Shipping,Silver,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.7,Yes,Growth Market,56.29,0.41,Entry Category,60.26,0.43
139,68,Male,Georgia,29,29,42,Weekly,Bank Transfer,Clothing,Skirt,Winter,M,Maroon,Store Pickup,Bronze,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,4.4,Yes,Growth Market,58.8,0.41,Entry Category,60.03,0.42
140,49,Male,Florida,95,95,30,Annually,Venmo,Outerwear,Coat,Fall,M,White,Store Pickup,Platinum,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,3.8,Yes,Low Priority,55.85,0.46,Entry Category,57.17,0.44
141,63,Male,North Carolina,28,28,50,Weekly,Credit Card,Clothing,Shirt,Fall,L,Yellow,2-Day Shipping,Bronze,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,3.9,Yes,Promo Market,60.79,0.45,Entry Category,60.03,0.42
142,56,Male,Virginia,46,46,45,Weekly,Paypal,Accessories,Gloves,Fall,M,Turquoise,Free Shipping,Silver,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,4.9,Yes,Golden Market,62.88,0.38,Retention Category,59.84,0.44
143,37,Male,Nebraska,58,58,33,Fortnightly,Credit Card,Outerwear,Jacket,Fall,L,Violet,Free Shipping,Silver,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.1,Yes,Low Priority,59.45,0.43,Entry Category,57.17,0.44
144,30,Male,Missouri,48,48,25,Quarterly,Paypal,Outerwear,Coat,Fall,M,Beige,Store Pickup,Silver,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,2.7,Yes,Low Priority,57.91,0.49,Entry Category,57.17,0.44
145,19,Male,New Jersey,43,43,25,Monthly,Cash,Footwear,Shoes,Fall,M,Silver,Express,Silver,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.2,Yes,Growth Market,56.75,0.4,Entry Category,60.26,0.43
146,24,Male,Missouri,95,95,44,Quarterly,Debit Card,Accessories,Jewelry,Fall,M,Teal,Standard,Platinum,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,4.5,Yes,Low Priority,57.91,0.49,Retention Category,59.84,0.44
147,52,Male,Colorado,30,30,21,Fortnightly,Venmo,Clothing,Skirt,Fall,S,Black,Standard,Bronze,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.0,Yes,Growth Market,56.29,0.41,Entry Category,60.03,0.42
148,63,Male,Idaho,64,64,31,Fortnightly,Bank Transfer,Footwear,Shoes,Summer,M,Purple,2-Day Shipping,Gold,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.5,Yes,Golden Market,60.08,0.41,Entry Category,60.26,0.43
149,37,Male,Wyoming,90,90,47,Annually,Debit Card,Accessories,Gloves,Fall,M,Gray,Store Pickup,Platinum,1.0,Discount Dependent,Low,High,1,1,1,Yes,Yes,2.6,Yes,Golden Market,60.69,0.42,Retention Category,59.84,0.44
150,38,Male,Delaware,76,76,14,Monthly,Paypal,Clothing,Pants,Summer,M,White,Free Shipping,Gold,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.2,Yes,Low Priority,55.33,0.45,Entry Category,60.03,0.42
151,35,Male,California,96,96,17,Every 3 Months,Debit Card,Footwear,Boots,Fall,L,Cyan,Standard,Platinum,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.9,Yes,Growth Market,59.0,0.42,Entry Category,60.26,0.43
152,28,Male,North Dakota,47,47,3,Annually,Venmo,Accessories,Sunglasses,Fall,L,Turquoise,Next Day Air,Silver,1.0,Discount Dependent,High,Low,1,1,1,Yes,Yes,4.5,Yes,Promo Market,62.89,0.46,Retention Category,59.84,0.44
153,30,Male,South Carolina,85,85,42,Annually,Venmo,Clothing,Shirt,Summer,S,Brown,Express,Platinum,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,4.3,Yes,Low Priority,58.41,0.5,Entry Category,60.03,0.42
154,69,Male,North Carolina,55,55,22,Annually,Debit Card,Clothing,Hoodie,Winter,M,Maroon,Standard,Silver,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.2,Yes,Promo Market,60.79,0.45,Entry Category,60.03,0.42
155,41,Male,Oklahoma,98,98,21,Quarterly,Venmo,Clothing,Dress,Fall,M,Charcoal,Next Day Air,Platinum,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.6,Yes,Low Priority,58.35,0.48,Entry Category,60.03,0.42
156,63,Male,Maine,77,77,21,Quarterly,Bank Transfer,Clothing,Socks,Spring,S,Olive,Free Shipping,Gold,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.3,Yes,Growth Market,56.99,0.35,Entry Category,60.03,0.42
157,35,Male,Missouri,26,26,40,Annually,Debit Card,Clothing,Shorts,Fall,M,Lavender,Standard,Bronze,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,4.0,Yes,Low Priority,57.91,0.49,Entry Category,60.03,0.42
158,36,Male,Vermont,68,68,1,Fortnightly,Bank Transfer,Accessories,Hat,Fall,S,Yellow,Next Day Air,Gold,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,3.0,Yes,Growth Market,57.18,0.39,Retention Category,59.84,0.44
159,25,Male,Connecticut,73,73,50,Monthly,Bank Transfer,Clothing,Shirt,Fall,XL,Teal,Standard,Gold,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,4.1,Yes,Growth Market,54.18,0.33,Entry Category,60.03,0.42
160,58,Male,New Hampshire,27,27,39,Every 3 Months,Bank Transfer,Accessories,Gloves,Fall,M,Charcoal,Store Pickup,Bronze,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,3.8,Yes,Low Priority,59.42,0.44,Retention Category,59.84,0.44
161,27,Male,Texas,23,23,34,Monthly,Venmo,Accessories,Gloves,Summer,M,Orange,Free Shipping,Bronze,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.6,Yes,Golden Market,61.19,0.36,Retention Category,59.84,0.44
162,65,Male,North Dakota,49,49,29,Fortnightly,Venmo,Accessories,Backpack,Fall,M,Olive,Express,Silver,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.0,Yes,Promo Market,62.89,0.46,Retention Category,59.84,0.44
163,54,Male,California,74,74,31,Bi-Weekly,Paypal,Accessories,Sunglasses,Summer,M,Turquoise,Store Pickup,Gold,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.0,Yes,Growth Market,59.0,0.42,Retention Category,59.84,0.44
164,54,Male,Virginia,67,67,8,Weekly,Debit Card,Clothing,Skirt,Summer,M,Purple,Standard,Gold,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,3.4,Yes,Golden Market,62.88,0.38,Entry Category,60.03,0.42
165,59,Male,Delaware,65,65,5,Fortnightly,Credit Card,Accessories,Handbag,Spring,S,Purple,Free Shipping,Gold,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,2.6,Yes,Low Priority,55.33,0.45,Retention Category,59.84,0.44
166,42,Male,Kentucky,60,60,7,Monthly,Cash,Accessories,Handbag,Winter,S,Yellow,Store Pickup,Silver,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,2.8,Yes,Low Priority,55.72,0.43,Retention Category,59.84,0.44
167,46,Male,Delaware,31,31,30,Monthly,Cash,Footwear,Sneakers,Fall,XL,Indigo,Store Pickup,Bronze,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.0,Yes,Low Priority,55.33,0.45,Entry Category,60.26,0.43
168,33,Male,Arkansas,27,27,14,Every 3 Months,Credit Card,Accessories,Gloves,Fall,M,Green,Express,Bronze,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.0,Yes,Promo Market,61.11,0.47,Retention Category,59.84,0.44
169,34,Male,Louisiana,80,80,5,Fortnightly,Cash,Footwear,Shoes,Summer,M,Magenta,Express,Gold,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,3.0,Yes,Growth Market,57.71,0.42,Entry Category,60.26,0.43
170,27,Male,Nevada,30,30,3,Every 3 Months,Paypal,Outerwear,Jacket,Summer,S,Gold,Standard,Bronze,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,3.3,Yes,Promo Market,63.38,0.47,Entry Category,57.17,0.44
171,52,Male,Wyoming,25,25,46,Bi-Weekly,Venmo,Clothing,Shirt,Fall,M,Maroon,Store Pickup,Bronze,1.0,Discount Dependent,Low,High,1,1,1,Yes,Yes,2.6,Yes,Golden Market,60.69,0.42,Entry Category,60.03,0.42
172,29,Male,Virginia,35,35,4,Weekly,Credit Card,Clothing,Shorts,Summer,M,Blue,Store Pickup,Bronze,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,3.6,Yes,Golden Market,62.88,0.38,Entry Category,60.03,0.42
173,54,Male,Nebraska,67,67,42,Bi-Weekly,Credit Card,Accessories,Jewelry,Summer,M,Violet,Next Day Air,Gold,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,3.9,Yes,Low Priority,59.45,0.43,Retention Category,59.84,0.44
174,25,Male,Hawaii,46,46,30,Annually,Cash,Accessories,Hat,Fall,M,Turquoise,Standard,Silver,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.4,Yes,Low Priority,57.72,0.49,Retention Category,59.84,0.44
175,41,Male,Vermont,35,35,37,Annually,Venmo,Footwear,Shoes,Winter,L,Brown,Express,Bronze,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.5,Yes,Growth Market,57.18,0.39,Entry Category,60.26,0.43
176,53,Male,Oklahoma,86,86,2,Annually,Bank Transfer,Outerwear,Coat,Fall,L,Violet,Next Day Air,Platinum,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,2.8,Yes,Low Priority,58.35,0.48,Entry Category,57.17,0.44
177,53,Male,New Hampshire,81,81,30,Quarterly,Credit Card,Accessories,Backpack,Spring,L,Black,Next Day Air,Gold,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,2.7,Yes,Low Priority,59.42,0.44,Retention Category,59.84,0.44
178,21,Male,Kansas,42,42,47,Monthly,Bank Transfer,Clothing,Hoodie,Fall,L,Magenta,Next Day Air,Silver,1.0,Discount Dependent,Low,High,1,1,1,Yes,Yes,3.7,Yes,Growth Market,54.56,0.24,Entry Category,60.03,0.42
179,61,Male,Idaho,43,43,21,Quarterly,Paypal,Clothing,Skirt,Fall,L,Lavender,2-Day Shipping,Silver,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.3,Yes,Golden Market,60.08,0.41,Entry Category,60.03,0.42
180,64,Male,Illinois,31,31,9,Fortnightly,Bank Transfer,Footwear,Boots,Fall,M,Violet,Store Pickup,Bronze,1.0,Discount Dependent,High,Low,1,1,1,Yes,Yes,4.9,Yes,Golden Market,61.05,0.4,Entry Category,60.26,0.43
181,51,Male,South Dakota,81,81,12,Fortnightly,Debit Card,Footwear,Sandals,Fall,L,Green,Store Pickup,Gold,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,3.3,Yes,Golden Market,60.51,0.37,Entry Category,60.26,0.43
182,32,Male,Massachusetts,61,61,4,Weekly,Bank Transfer,Clothing,Pants,Summer,M,Beige,Next Day Air,Gold,1.0,Discount Dependent,High,Low,1,1,1,Yes,Yes,4.7,Yes,Promo Market,60.89,0.49,Entry Category,60.03,0.42
183,38,Male,Alabama,96,96,10,Annually,Debit Card,Accessories,Gloves,Summer,XL,Purple,Store Pickup,Platinum,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,2.8,Yes,Growth Market,59.11,0.4,Retention Category,59.84,0.44
184,58,Male,Ohio,29,29,26,Weekly,Credit Card,Clothing,Skirt,Spring,XL,Beige,2-Day Shipping,Bronze,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.6,Yes,Promo Market,60.38,0.44,Entry Category,60.03,0.42
185,32,Male,Hawaii,33,33,40,Fortnightly,Cash,Footwear,Sneakers,Spring,L,Cyan,Express,Bronze,1.0,Discount Dependent,Low,High,1,1,1,Yes,Yes,3.0,Yes,Low Priority,57.72,0.49,Entry Category,60.26,0.43
186,46,Male,Wisconsin,32,32,34,Fortnightly,Bank Transfer,Clothing,T-Shirt,Summer,XL,Silver,Store Pickup,Bronze,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.5,Yes,Low Priority,55.95,0.48,Entry Category,60.03,0.42
187,39,Male,Minnesota,56,56,31,Annually,Debit Card,Accessories,Backpack,Summer,S,Lavender,Standard,Silver,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,2.9,Yes,Low Priority,56.56,0.44,Retention Category,59.84,0.44
188,19,Male,Georgia,94,94,1,Bi-Weekly,Bank Transfer,Footwear,Shoes,Spring,S,Purple,Store Pickup,Platinum,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,3.3,Yes,Growth Market,58.8,0.41,Entry Category,60.26,0.43
189,50,Male,Arkansas,53,53,5,Bi-Weekly,Bank Transfer,Clothing,Hoodie,Spring,M,Pink,Express,Silver,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,3.1,Yes,Promo Market,61.11,0.47,Entry Category,60.03,0.42
190,36,Male,West Virginia,82,82,4,Weekly,Credit Card,Clothing,Blouse,Fall,M,Maroon,Next Day Air,Platinum,1.0,Discount Dependent,High,Low,1,1,1,Yes,Yes,4.4,Yes,Promo Market,63.88,0.49,Entry Category,60.03,0.42
191,65,Male,Indiana,70,70,48,Quarterly,Venmo,Outerwear,Coat,Fall,XL,Beige,Free Shipping,Gold,1.0,Discount Dependent,Low,High,1,1,1,Yes,Yes,3.0,Yes,Low Priority,58.92,0.57,Entry Category,57.17,0.44
192,64,Male,Utah,76,76,29,Every 3 Months,Cash,Accessories,Hat,Fall,M,Gray,Free Shipping,Gold,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,3.9,Yes,Promo Market,62.58,0.46,Retention Category,59.84,0.44
193,46,Male,Nebraska,29,29,12,Bi-Weekly,Paypal,Footwear,Shoes,Summer,L,Turquoise,Express,Bronze,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,2.9,Yes,Low Priority,59.45,0.43,Entry Category,60.26,0.43
194,36,Male,North Dakota,100,100,29,Annually,Venmo,Accessories,Belt,Fall,S,Silver,Standard,Platinum,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.0,Yes,Promo Market,62.89,0.46,Retention Category,59.84,0.44
195,51,Male,Missouri,94,94,15,Quarterly,Debit Card,Accessories,Backpack,Spring,M,Olive,Express,Platinum,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.1,Yes,Low Priority,57.91,0.49,Retention Category,59.84,0.44
196,51,Male,New York,25,25,34,Monthly,Credit Card,Outerwear,Jacket,Fall,M,Magenta,Free Shipping,Bronze,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.3,Yes,Golden Market,60.43,0.41,Entry Category,57.17,0.44
197,38,Male,Washington,88,88,41,Fortnightly,Credit Card,Footwear,Boots,Summer,M,Lavender,Next Day Air,Platinum,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,3.9,Yes,Promo Market,63.33,0.44,Entry Category,60.26,0.43
198,59,Male,South Carolina,78,78,41,Monthly,Credit Card,Accessories,Scarf,Fall,M,Black,2-Day Shipping,Gold,1.0,Discount Dependent,Low,High,1,1,1,Yes,Yes,3.2,Yes,Low Priority,58.41,0.5,Retention Category,59.84,0.44
199,57,Male,Utah,45,45,39,Fortnightly,Credit Card,Accessories,Jewelry,Winter,M,Turquoise,Standard,Silver,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,4.8,Yes,Promo Market,62.58,0.46,Retention Category,59.84,0.44
200,54,Male,Idaho,73,73,32,Weekly,Cash,Accessories,Hat,Summer,XL,Green,Express,Gold,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,3.8,Yes,Golden Market,60.08,0.41,Retention Category,59.84,0.44
201,25,Male,Pennsylvania,61,61,29,Monthly,Venmo,Clothing,Dress,Summer,S,Teal,Next Day Air,Gold,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.3,Yes,Promo Market,66.57,0.45,Entry Category,60.03,0.42
202,69,Male,Missouri,22,22,15,Annually,Bank Transfer,Clothing,Blouse,Fall,S,Beige,Free Shipping,Bronze,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.3,Yes,Low Priority,57.91,0.49,Entry Category,60.03,0.42
203,57,Male,Nebraska,38,38,33,Annually,Venmo,Accessories,Hat,Spring,L,Magenta,Express,Bronze,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,2.7,Yes,Low Priority,59.45,0.43,Retention Category,59.84,0.44
204,70,Male,Indiana,38,38,18,Weekly,Bank Transfer,Accessories,Scarf,Fall,S,Yellow,Next Day Air,Bronze,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.2,Yes,Low Priority,58.92,0.57,Retention Category,59.84,0.44
205,24,Male,Arizona,100,100,35,Bi-Weekly,Cash,Footwear,Sneakers,Fall,M,Yellow,Store Pickup,Platinum,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.0,Yes,Golden Market,66.55,0.34,Entry Category,60.26,0.43
206,67,Male,Hawaii,64,64,25,Weekly,Paypal,Clothing,Shirt,Winter,M,Silver,Standard,Gold,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.0,Yes,Low Priority,57.72,0.49,Entry Category,60.03,0.42
207,24,Male,Wisconsin,55,55,6,Fortnightly,Venmo,Clothing,T-Shirt,Summer,L,Silver,Free Shipping,Silver,1.0,Discount Dependent,High,Low,1,1,1,Yes,Yes,4.2,Yes,Low Priority,55.95,0.48,Entry Category,60.03,0.42
208,62,Male,Rhode Island,91,91,17,Bi-Weekly,Bank Transfer,Accessories,Gloves,Summer,M,Silver,Express,Platinum,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,2.9,Yes,Golden Market,61.44,0.4,Retention Category,59.84,0.44
209,57,Male,Wisconsin,38,38,17,Monthly,Credit Card,Clothing,Skirt,Spring,M,Gold,Store Pickup,Bronze,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.1,Yes,Low Priority,55.95,0.48,Entry Category,60.03,0.42
210,55,Male,Minnesota,97,97,44,Every 3 Months,Cash,Footwear,Sandals,Winter,S,Olive,Store Pickup,Platinum,1.0,Discount Dependent,Low,High,1,1,1,Yes,Yes,3.2,Yes,Low Priority,56.56,0.44,Entry Category,60.26,0.43
211,45,Male,Vermont,22,22,6,Fortnightly,Paypal,Outerwear,Jacket,Fall,L,Teal,2-Day Shipping,Bronze,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,3.0,Yes,Growth Market,57.18,0.39,Entry Category,57.17,0.44
212,69,Male,South Dakota,92,92,45,Fortnightly,Debit Card,Clothing,Skirt,Fall,L,Maroon,2-Day Shipping,Platinum,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,4.2,Yes,Golden Market,60.51,0.37,Entry Category,60.03,0.42
